,ID,RA,DEC
707,20659.0,53.1828388,-27.7349113
708,20672.0,53.1812832,-27.7341712
709,20790.0,53.1744481,-27.7332998
710,20792.0,53.0034534,-27.73347
711,20825.0,53.194143,-27.7333014
712,20831.0,53.0344919,-27.7334466
713,20834.0,53.1882684,-27.7337201
714,20861.0,53.1713081,-27.7329443
715,20884.0,53.0650061,-27.7326907
716,20905.0,53.1862944,-27.7336404
717,20936.0,53.1178322,-27.734301
718,21007.0,53.132624,-27.7322948
719,21098.0,53.1313598,-27.7307951
720,21103.0,53.0780132,-27.731026
721,21236.0,53.1818082,-27.7299209
722,21299.0,53.1722795,-27.7289391
723,21331.0,53.0467149,-27.7286995
724,21355.0,53.1773276,-27.7282356
725,21357.0,53.0442858,-27.7282001
726,21398.0,53.0145449,-27.7279195
727,21459.0,53.1857732,-27.7273466
728,21470.0,53.0914316,-27.727435
729,21527.0,53.0432933,-27.7271258
730,21564.0,53.1810888,-27.7268127
731,21568.0,53.0729921,-27.7268059
732,21624.0,53.090249,-27.7262749
733,21679.0,53.1809017,-27.7262834
734,21735.0,53.0628228,-27.7264618
735,21786.0,53.0182278,-27.7253215
736,21819.0,53.1251338,-27.7246933
737,21852.0,53.1888382,-27.725581
738,21891.0,53.0203681,-27.7246771
739,21897.0,53.142011,-27.7245651
740,21922.0,53.1745158,-27.7253593
741,21923.0,53.1926705,-27.7239803
742,21937.0,53.0065886,-27.7241686
743,22079.0,53.1619602,-27.722659
744,22123.0,53.1228269,-27.7228044
745,22236.0,53.10911,-27.7214939
746,22376.0,53.0656809,-27.7203816
747,22435.0,53.0578649,-27.7200877
748,22467.0,53.1819515,-27.7189167
749,22539.0,53.1873668,-27.7191868
750,22549.0,53.1253127,-27.7185316
751,22562.0,53.1291357,-27.7182978
752,22602.0,53.1653218,-27.7185377
753,22608.0,53.0935692,-27.7177291
754,22611.0,53.0586036,-27.7177039
755,22613.0,53.1160348,-27.7182855
756,22649.0,53.1539981,-27.7175581
757,22702.0,53.0408236,-27.7190648
758,22711.0,53.0437577,-27.7191636
759,22849.0,53.0705375,-27.6956544
760,22878.0,53.1536826,-27.7071838
761,22915.0,53.0208177,-27.7066669
762,22917.0,53.0315484,-27.7072734
763,23095.0,53.1604153,-27.7077479
764,23170.0,53.1574375,-27.7090163
765,23179.0,53.1305455,-27.7095715
766,23249.0,53.0404791,-27.7107155
767,23312.0,53.1121808,-27.7110372
768,23375.0,53.1173939,-27.710787
769,23449.0,53.1263786,-27.7112469
770,23482.0,53.0146121,-27.7125391
771,23486.0,53.1183841,-27.7129369
772,23509.0,53.1348328,-27.7133618
773,23567.0,53.1370142,-27.7128503
774,23568.0,53.0980823,-27.713706
775,23615.0,53.1680004,-27.7113536
776,23632.0,53.1171903,-27.7134094
777,23714.0,53.0104115,-27.7140792
778,23842.0,53.1390094,-27.7152869
779,23888.0,53.1231701,-27.7155784
780,24004.0,53.1592637,-27.6682332
781,24006.0,53.1405869,-27.6729781
782,24019.0,53.1420756,-27.6681991
783,24150.0,53.1679902,-27.6669552
784,24211.0,53.1317224,-27.6690133
785,24280.0,53.1015604,-27.6769226
786,24351.0,53.1636264,-27.6655092
787,24358.0,53.1580721,-27.6737668
788,24552.0,53.1205215,-27.6810337
789,24768.0,53.1036304,-27.6800937
790,24809.0,53.1234419,-27.6827284
791,24854.0,53.105437,-27.6868793
792,24884.0,53.156878,-27.6809828
793,24896.0,53.1456239,-27.6852483
794,24991.0,53.0858181,-27.6867475
795,25025.0,53.0827618,-27.6861444
796,25151.0,53.1433323,-27.6900943
797,25213.0,53.065133,-27.6898493
798,25239.0,53.1453579,-27.6902429
799,25285.0,53.1345631,-27.6906532
800,25308.0,53.0792916,-27.691369
801,25355.0,53.1124497,-27.692628
802,25391.0,53.0761694,-27.6916083
803,25478.0,53.111644,-27.6915545
804,25514.0,53.1613782,-27.6943473
805,25635.0,53.0408847,-27.6968594
806,25715.0,53.0946848,-27.6946506
807,25870.0,53.1135583,-27.6904778
808,25873.0,53.133659,-27.6986513
809,25952.0,53.1211362,-27.6980751
810,25981.0,53.01325,-27.6985961
811,26074.0,53.1087095,-27.7000536
812,26085.0,53.0740749,-27.700128
813,26136.0,53.1454344,-27.6980053
814,26222.0,53.1117066,-27.698995
815,26236.0,53.1133356,-27.6977131
816,26252.0,53.0942927,-27.7009161
817,26355.0,53.034484,-27.7032739
818,26459.0,53.1290229,-27.7021682
819,26464.0,53.1254021,-27.7033751
820,26474.0,53.033715,-27.7050711
821,26496.0,53.0206631,-27.7008296
822,26554.0,53.1411618,-27.7010895
823,26637.0,53.1048567,-27.7052183
824,26654.0,53.0626031,-27.7025194
825,26688.0,53.0948044,-27.7032234
826,26736.0,53.110028,-27.7078607
827,26766.0,53.0624063,-27.7069132
828,26774.0,53.1483754,-27.7043089
